id,title,link,picture,categories
28945,"Capri-Sun Tropical 0,2 l",https://www.mcdonalds.com/de/de-de/product/capri-sun-pure-tropical-200ml-200268.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7279_thumb.jpg?$Category_Desktop$,['Getränke']
29080,"Kids Mineralwasser 0,33l",https://www.mcdonalds.com/de/de-de/product/kids-mineralwasser-033l-7297.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7297_thumb.jpg?$Category_Desktop$,['Getränke']
29216,"Cold Brew Café 0,4l",https://www.mcdonalds.com/de/de-de/product/cold-brew-caf-7831.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7831_thumb.jpg?$Category_Desktop$,"['Iced Drinks', 'McCafé Drinks']"
29353,"Cold Brew Latte 0,4l",https://www.mcdonalds.com/de/de-de/product/cold-brew-latte-7832.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7832_thumb.jpg?$Category_Desktop$,"['Iced Drinks', 'McCafé Drinks']"
29491,"Cold Brew Salted Caramel Latte 0,4l",https://www.mcdonalds.com/de/de-de/product/cold-brew-caramel-latte-7833.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7833_thumb.jpg?$Category_Desktop$,"['Iced Drinks', 'McCafé Drinks']"
29630,Espresso Small,https://www.mcdonalds.com/de/de-de/product/espresso-small-7195.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7195_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
29770,Espresso Grande,https://www.mcdonalds.com/de/de-de/product/espresso-grande-7196.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7196_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
29911,Milchkaffee Regular,https://www.mcdonalds.com/de/de-de/product/milchkaffee-regular-7815.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7815_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
30053,Milchkaffee Grande,https://www.mcdonalds.com/de/de-de/product/milchkaffee-grande-7816.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7816_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
30196,Café Latte Regular,https://www.mcdonalds.com/de/de-de/product/caf-latte-regular-7811.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7811_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
30340,Café Latte Grande,https://www.mcdonalds.com/de/de-de/product/caf-latte-grande-7812.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7812_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
30485,Dark Chocolate small,https://www.mcdonalds.com/de/de-de/product/dark-chocolate-small-7300.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7300_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
30631,Dark Chocolate regular,https://www.mcdonalds.com/de/de-de/product/dark-chocolate-regular-7302.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7302_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
30778,Dark Chocolate grande,https://www.mcdonalds.com/de/de-de/product/dark-chocolate-grande-7304.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7304_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
30926,White Chocolate small,https://www.mcdonalds.com/de/de-de/product/white-chocolate-small-7301.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7301_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
31075,White Chocolate regular,https://www.mcdonalds.com/de/de-de/product/white-chocolate-regular-7303.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7303_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
31225,White Chocolate grande,https://www.mcdonalds.com/de/de-de/product/white-chocolate-grande-7305.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7305_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
31376,Chai Latte Regular,https://www.mcdonalds.com/de/de-de/product/chai-latte-regular-7819.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7819_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
31528,Chai Latte Grande,https://www.mcdonalds.com/de/de-de/product/chai-latte-grande-7820.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/7820_thumb.jpg?$Category_Desktop$,['McCafé Drinks']
31681,N.Y. Style Cheesecake,https://www.mcdonalds.com/de/de-de/product/cheesecake-new-york-style-9050.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/9050_thumb.jpg?$Category_Desktop$,['McCafé Food']
31835,N.Y. Style Cheesecake mit Rote-Grütze-Sauce,https://www.mcdonalds.com/de/de-de/product/cheesecake-new-york-style-rote-grtze-90504342.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/90504342_thumb.jpg?$Category_Desktop$,['McCafé Food']
31990,Banana Bread,https://www.mcdonalds.com/de/de-de/product/banana-bread-9053.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/9053_thumb.jpg?$Category_Desktop$,['McCafé Food']
32146,Love Donut,https://www.mcdonalds.com/de/de-de/product/donut-love-4515.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4515_thumb.jpg?$Category_Desktop$,['McCafé Food']
32303,Rainbow Donut,https://www.mcdonalds.com/de/de-de/product/rainbow-donut-mit-ohne-fllung-4172.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4172_thumb.jpg?$Category_Desktop$,['McCafé Food']
32461,Apfelkuchen vegan,https://www.mcdonalds.com/de/de-de/product/apfelkuchen-vegan-9047.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/9047_thumb.jpg?$Category_Desktop$,['McCafé Food']
32620,Lemon Cheesecake,https://www.mcdonalds.com/de/de-de/product/lemon-cake-9038.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/9038_thumb.jpg?$Category_Desktop$,['McCafé Food']
32780,Cinnamon Roll,https://www.mcdonalds.com/de/de-de/product/cinnamon-roll-4161.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4161_thumb.jpg?$Category_Desktop$,['McCafé Food']
32941,Erdbeerkuchen mit Buttermilchcreme,https://www.mcdonalds.com/de/de-de/product/erdbeerkuchen-mit-buttermilchcreme-9032.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/9032_thumb.jpg?$Category_Desktop$,['McCafé Food']
33103,Blaubeer Muffin,https://www.mcdonalds.com/de/de-de/product/blaubeer-muffin-4140.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4140_thumb.jpg?$Category_Desktop$,['McCafé Food']
33266,Schokoladenkuchen,https://www.mcdonalds.com/de/de-de/product/schokoladenkuchen-9026.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/9026_thumb.jpg?$Category_Desktop$,['McCafé Food']
33430,Schoko Muffin,https://www.mcdonalds.com/de/de-de/product/schoko-muffin-4143.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4143_thumb.jpg?$Category_Desktop$,['McCafé Food']
33595,Pecan Nut Cookie,https://www.mcdonalds.com/de/de-de/product/pecan-nut-cookie-4122.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4122_thumb.jpg?$Category_Desktop$,['McCafé Food']
33761,Schoko Donut,https://www.mcdonalds.com/de/de-de/product/schoko-donut-4130.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4130_thumb.jpg?$Category_Desktop$,['McCafé Food']
33928,Choc Cookie,https://www.mcdonalds.com/de/de-de/product/choc-cookie-4120.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4120_thumb.jpg?$Category_Desktop$,['McCafé Food']
34096,Triple Choc Cookie,https://www.mcdonalds.com/de/de-de/product/triple-choc-cookie-4121.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4121_thumb.jpg?$Category_Desktop$,['McCafé Food']
34265,Wahlzutat Granola Choc,https://www.mcdonalds.com/de/de-de/product/wahlzutat-granola-choc-4344.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4344_thumb.jpg?$Category_Desktop$,['McFlurry®']
34435,Wahlzutat LION®,https://www.mcdonalds.com/de/de-de/product/mcflurry-wahlzutat-lion-4355.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4355_thumb.jpg?$Category_Desktop$,['McFlurry®']
34606,McFlurry® Wahlzutat OREO®,https://www.mcdonalds.com/de/de-de/product/mcflurry-wahlzutat-oreo-4307.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4307_thumb.jpg?$Category_Desktop$,['McFlurry®']
34778,McFlurry® Wahlzutat Schokolinsen,https://www.mcdonalds.com/de/de-de/product/mcflurry-wahlzutat-schokolinsen-4305.html,https://www.mcdonalds.com/is/image/content/dam/de/nutrition/items/icons/desktop/4305_thumb.jpg?$Category_Desktop$,['McFlurry®']
